Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating,Driving_Duration_hrs,Average_Speed_kmh,Acceleration_Pattern,Braking_Pattern,Route_Type,Time_of_Day,Weather_Conditions,Vehicle_Load,Driving_Style,Safety_Features_Usage,Traffic_Violations,Reliability_Rating,Recalls,Service_History,Electronics_Quality,Manufacturer_Reputation_Score,Engine_Quality_Score,Transmission_Quality_Score,Electronics_Quality_Score,Avg_Engine_RPM
2020,Genesis,G90 AWD,Full-size,5,8,AS,Gasoline,15.4,10.2,13.1,22,311,3,5,6,103,Moderate,Normal,Highway,Evening,Rainy,Heavy load,Aggressive,ABS,4,7,1,Minimal maintenance,Average,10,9,9,7,2150
2020,GMC,Acadia,Sport utility vehicle: Standard,2,4,A,CNG,11,8.3,9.8,29,225,5,6,8,118,Aggressive,Gentle,Highway,Afternoon,Rainy,Moderate load,Conservative,Seat belts,0,9,3,Major repairs,Average,7,11,7,7,1508
2020,GMC,Acadia,Sport utility vehicle: Standard,2.5,4,A,CNG,11.3,8.9,10.2,28,238,5,5,9,146,Moderate,Gentle,Urban,Morning,Clear,Moderate load,Conservative,Airbags,5,6,3,Major repairs,Average,8,9,9,9,4489
2020,GMC,Acadia,Sport utility vehicle: Standard,3.6,6,A,CNG,12.6,8.8,10.9,26,257,4,6,9,113,Moderate,Gentle,Rural,Evening,Clear,Moderate load,Aggressive,Seat belts,1,6,0,Minimal maintenance,Good,6,7,7,8,4437
2020,GMC,Acadia AWD,Sport utility vehicle: Standard,2,4,A,CNG,11.3,8.7,10.1,28,232,5,6,7,124,Aggressive,Hard,Highway,Night,Cloudy,Full load,Moderate,Airbags,5,8,0,Regular servicing,Very Good,8,8,10,7,2004
2020,GMC,Acadia AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13.1,9.4,11.4,25,269,4,6,5,73,Moderate,Normal,Rural,Evening,Snowy,Heavy load,Moderate,ABS,0,10,3,Very often,Very Good,8,10,6,9,4900
2020,GMC,Canyon,Pickup truck: Small,2.5,4,A,CNG,12.1,9.2,10.8,26,252,4,5,5,52,Moderate,Gentle,Rural,Morning,Cloudy,Light load,Aggressive,ABS,0,8,2,Very often,Excellent,7,7,8,9,1858
2020,GMC,Canyon,Pickup truck: Small,2.8,4,A,Diesel,11.8,7.9,10.1,28,270,4,3,3,110,Aggressive,Normal,Rural,Night,Rainy,Moderate load,Moderate,Airbags,5,7,2,Major repairs,Very Good,10,7,7,10,1207
2020,GMC,Canyon,Pickup truck: Small,3.6,6,A,CNG,13.4,9.6,11.7,24,273,4,5,9,125,Moderate,Normal,Mixed,Night,Cloudy,Heavy load,Aggressive,Cruise control,5,10,0,Major repairs,Average,10,8,7,10,1096
2020,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A,CNG,12.6,9.7,11.3,25,265,4,5,9,126,Moderate,Gentle,Rural,Afternoon,Snowy,Full load,Conservative,Cruise control,5,5,2,Major repairs,Very Good,11,10,9,11,4024
2020,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A,Diesel,12.3,8.5,10.6,27,284,3,3,6,57,Conservative,Hard,Urban,Night,Snowy,Full load,Conservative,Seat belts,0,7,1,Very often,Good,8,8,8,10,3040
2020,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A,CNG,14,9.9,12.2,23,286,3,5,3,91,Conservative,Hard,Rural,Afternoon,Cloudy,Heavy load,Conservative,ABS,0,10,1,Major repairs,Very Good,7,9,7,11,3422
2020,GMC,Sierra,Pickup truck: Standard,2.7,4,A,CNG,11.9,10.3,11.1,25,262,4,6,6,69,Moderate,Normal,Rural,Morning,Snowy,Full load,Conservative,Seat belts,5,6,1,Regular servicing,Average,9,8,7,11,1059
2020,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A,CNG,12.5,10.8,11.7,24,275,4,6,5,62,Moderate,Hard,Mixed,Evening,Cloudy,Heavy load,Moderate,ABS,5,6,3,Very often,Very Good,9,9,7,9,2640
2020,GMC,Sierra,Pickup truck: Standard,3,6,A,Diesel,10.2,7.8,9.1,31,245,5,1,9,131,Moderate,Normal,Urban,Night,Cloudy,Moderate load,Aggressive,Cruise control,2,10,2,Regular servicing,Average,10,9,10,9,1824
2020,GMC,Sierra,Pickup truck: Standard,4.3,6,A,CNG,15.1,11.5,13.5,21,318,3,6,8,63,Aggressive,Hard,Urban,Morning,Clear,Heavy load,Moderate,Seat belts,2,7,1,Minimal maintenance,Good,9,10,7,11,4194
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A,CNG,15.9,11.4,13.9,20,326,3,5,1,108,Conservative,Hard,Urban,Afternoon,Snowy,Full load,Moderate,Cruise control,5,7,0,Very often,Good,7,7,10,10,1673
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A,CNG,16,12.6,14.4,20,339,2,3,7,139,Conservative,Gentle,Rural,Night,Snowy,Full load,Aggressive,ABS,2,9,0,Major repairs,Excellent,8,11,6,9,1017
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A,Hybrid,22.2,16.2,19.5,14,326,3,3,7,149,Moderate,Normal,Urban,Afternoon,Rainy,Moderate load,Aggressive,Airbags,3,10,1,Minimal maintenance,Very Good,9,6,7,9,2567
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A,CNG,14,10.1,12.2,23,288,3,5,5,51,Aggressive,Gentle,Mixed,Afternoon,Rainy,Moderate load,Conservative,Airbags,1,5,1,Minimal maintenance,Average,8,7,10,10,3348
2020,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A,CNG,12.5,10.8,11.7,24,275,4,6,2,66,Moderate,Gentle,Rural,Afternoon,Snowy,Heavy load,Moderate,Airbags,1,7,2,Regular servicing,Very Good,10,9,6,8,2788
2020,GMC,Sierra WT 4WD,Pickup truck: Standard,2.7,4,A,CNG,12.7,11,12,24,280,4,6,6,86,Aggressive,Normal,Mixed,Afternoon,Snowy,Heavy load,Conservative,Airbags,1,6,1,Minimal maintenance,Average,7,10,7,9,1019
2020,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A,Diesel,10.5,9.1,9.9,29,265,4,1,4,109,Moderate,Normal,Mixed,Morning,Rainy,Full load,Aggressive,Seat belts,2,6,1,Regular servicing,Average,11,7,7,7,3133
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A,Diesel,10.5,9.1,9.9,29,265,4,1,10,145,Moderate,Gentle,Rural,Morning,Cloudy,Full load,Moderate,Seat belts,1,6,3,Minimal maintenance,Excellent,6,8,10,7,4230
2020,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A,CNG,15.7,12,14.1,20,331,3,6,2,64,Aggressive,Normal,Urban,Afternoon,Rainy,Moderate load,Conservative,Seat belts,5,11,1,Major repairs,Excellent,7,11,8,10,4677
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A,CNG,15.9,11.8,14.1,20,331,3,5,8,86,Moderate,Gentle,Mixed,Afternoon,Rainy,Full load,Aggressive,Cruise control,3,5,0,Very often,Good,9,10,10,9,2961
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A,CNG,16.4,12.6,14.7,19,344,2,3,3,116,Aggressive,Gentle,Highway,Afternoon,Cloudy,Heavy load,Conservative,Seat belts,1,9,3,Minimal maintenance,Very Good,9,7,7,9,4917
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A,Hybrid,21.8,16.8,19.5,14,325,3,3,2,134,Conservative,Normal,Mixed,Afternoon,Snowy,Light load,Conservative,Seat belts,2,7,3,Minimal maintenance,Very Good,10,7,7,6,4839
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A,CNG,16.7,13.1,15.1,19,354,2,5,7,148,Conservative,Normal,Highway,Night,Snowy,Full load,Aggressive,ABS,4,8,3,Minimal maintenance,Excellent,7,9,11,10,4134
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A,CNG,14.7,10.8,13,22,304,3,5,3,116,Moderate,Hard,Rural,Night,Clear,Light load,Conservative,Seat belts,4,11,3,Minimal maintenance,Very Good,8,10,7,7,3629
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A,CNG,15.1,11.4,13.4,21,314,3,5,7,124,Moderate,Normal,Mixed,Evening,Rainy,Full load,Moderate,Seat belts,3,11,3,Very often,Average,8,8,10,10,1008
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A,CNG,14.3,10.6,12.7,22,298,3,5,2,142,Moderate,Normal,Highway,Evening,Clear,Heavy load,Aggressive,Cruise control,2,8,2,Regular servicing,Good,9,8,9,7,3094
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A,CNG,14.7,11.2,13.1,22,307,3,5,8,65,Moderate,Gentle,Rural,Morning,Cloudy,Heavy load,Moderate,ABS,1,8,3,Major repairs,Average,11,6,10,8,2847
2020,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A,Gasoline,15.5,11.9,13.9,20,326,3,3,9,90,Aggressive,Normal,Mixed,Evening,Rainy,Moderate load,Moderate,ABS,1,10,2,Regular servicing,Excellent,9,7,9,8,3870
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A,Gasoline,15.7,12.4,14.2,20,332,3,3,8,139,Aggressive,Normal,Mixed,Morning,Snowy,Heavy load,Moderate,Cruise control,4,6,0,Regular servicing,Average,11,7,9,7,3919
2020,GMC,Terrain,Sport utility vehicle: Small,1.5,4,A,CNG,9.2,7.8,8.6,33,202,6,7,5,136,Moderate,Hard,Urban,Night,Cloudy,Moderate load,Aggressive,Airbags,0,8,0,Regular servicing,Very Good,8,10,10,9,3652
2020,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A,CNG,9.5,8.3,9,31,210,5,7,4,145,Aggressive,Normal,Rural,Night,Cloudy,Light load,Conservative,Airbags,0,7,3,Minimal maintenance,Excellent,6,8,10,8,2242
2020,GMC,Terrain AWD,Sport utility vehicle: Small,2,4,A,Gasoline,11.2,9,10.2,28,239,5,5,5,66,Conservative,Gentle,Urban,Afternoon,Rainy,Heavy load,Conservative,Airbags,3,6,3,Minimal maintenance,Very Good,10,8,6,7,4082
2020,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A,CNG,15.7,10.5,13.4,21,314,3,3,6,51,Moderate,Normal,Rural,Evening,Snowy,Full load,Aggressive,ABS,3,7,0,Minimal maintenance,Excellent,7,8,9,11,1104
2020,GMC,Yukon FFV,Sport utility vehicle: Standard,5.3,8,A,CNG,15.7,10.5,13.4,21,314,3,3,2,91,Conservative,Hard,Mixed,Afternoon,Rainy,Heavy load,Moderate,ABS,4,8,1,Major repairs,Very Good,6,10,6,7,3587
2020,GMC,Yukon FFV,Sport utility vehicle: Standard,5.3,8,A,Hybrid,21.2,13.9,17.9,16,298,3,3,6,53,Aggressive,Gentle,Urban,Evening,Cloudy,Light load,Conservative,Airbags,5,9,2,Major repairs,Very Good,7,7,9,10,2165
2020,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,16,11.2,13.8,20,325,3,3,6,81,Moderate,Hard,Urban,Evening,Clear,Moderate load,Moderate,Seat belts,0,10,2,Regular servicing,Good,7,8,7,9,4173
2020,GMC,Yukon 4WD FFV,Sport utility vehicle: Standard,5.3,8,A,CNG,16,11.2,13.8,20,325,3,3,3,147,Aggressive,Gentle,Highway,Night,Clear,Heavy load,Moderate,Cruise control,1,11,1,Major repairs,Very Good,10,7,10,11,3858
2020,GMC,Yukon 4WD FFV,Sport utility vehicle: Standard,5.3,8,A,Hybrid,21.7,14.3,18.4,15,305,3,3,5,74,Aggressive,Normal,Highway,Afternoon,Rainy,Full load,Aggressive,Airbags,2,7,0,Major repairs,Good,6,8,10,11,1839
2020,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.5,10.9,13.9,20,327,3,3,6,68,Moderate,Hard,Rural,Afternoon,Snowy,Light load,Aggressive,Cruise control,4,6,3,Regular servicing,Good,11,11,9,7,1196
2020,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A,CNG,15.7,10.5,13.4,21,314,3,3,3,136,Conservative,Hard,Rural,Morning,Snowy,Heavy load,Moderate,Cruise control,0,10,1,Major repairs,Average,8,10,8,10,2245
2020,GMC,Yukon XL FFV,Sport utility vehicle: Standard,5.3,8,A,CNG,15.7,10.5,13.4,21,314,3,3,6,102,Aggressive,Hard,Mixed,Morning,Snowy,Light load,Moderate,Seat belts,0,10,3,Regular servicing,Very Good,10,11,9,8,4368
2020,GMC,Yukon XL FFV,Sport utility vehicle: Standard,5.3,8,A,Hybrid,21.2,13.9,17.9,16,298,3,3,6,117,Conservative,Normal,Rural,Night,Rainy,Light load,Aggressive,Cruise control,2,7,0,Regular servicing,Average,8,8,8,8,4004
2020,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,16.8,11.3,14.4,20,337,2,3,7,74,Aggressive,Hard,Mixed,Evening,Snowy,Light load,Moderate,Seat belts,2,9,1,Regular servicing,Average,7,9,6,6,2965
2020,GMC,Yukon XL 4WD FFV,Sport utility vehicle: Standard,5.3,8,A,CNG,16.8,11.3,14.4,20,337,2,3,3,95,Moderate,Hard,Highway,Night,Clear,Light load,Aggressive,ABS,2,8,3,Regular servicing,Excellent,6,6,11,10,1288
2020,GMC,Yukon XL 4WD FFV,Sport utility vehicle: Standard,5.3,8,A,Hybrid,22.2,15.3,19.1,15,319,3,3,8,100,Aggressive,Hard,Urban,Night,Rainy,Heavy load,Aggressive,ABS,0,6,1,Regular servicing,Good,10,8,8,8,3551
2020,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,17.2,11.4,14.6,19,343,2,3,7,140,Conservative,Normal,Rural,Evening,Clear,Moderate load,Aggressive,Cruise control,2,6,1,Very often,Good,10,10,11,7,1675
2020,Honda,Accord,Full-size,1.5,4,AV,CNG,7.9,6.3,7.2,39,170,7,7,2,56,Aggressive,Normal,Rural,Night,Clear,Heavy load,Moderate,ABS,2,9,2,Major repairs,Very Good,7,10,7,7,1446
2020,Honda,Accord,Full-size,1.5,4,AV,CNG,8.2,6.8,7.6,37,177,7,7,3,114,Moderate,Hard,Highway,Morning,Rainy,Full load,Moderate,ABS,1,7,2,Major repairs,Very Good,8,6,8,6,3102
2020,Honda,Accord,Full-size,1.5,4,M,CNG,8.9,6.7,7.9,36,185,7,6,10,144,Moderate,Hard,Mixed,Night,Cloudy,Light load,Moderate,Cruise control,3,10,0,Very often,Good,7,10,7,11,1430
2020,Honda,Accord,Full-size,2,4,M,CNG,10.7,7.3,9.2,31,214,5,6,2,52,Conservative,Normal,Highway,Evening,Rainy,Moderate load,Conservative,Seat belts,0,7,3,Minimal maintenance,Excellent,7,8,9,11,3157
2020,Honda,Accord Sport/Touring,Mid-size,2,4,AS,CNG,10.4,7.4,9.1,31,211,5,7,6,98,Moderate,Hard,Mixed,Afternoon,Clear,Full load,Moderate,ABS,5,5,2,Minimal maintenance,Average,7,8,8,8,2114
2020,Honda,Accord Hybrid,Full-size,2,4,AV,CNG,5,5,5,56,117,10,7,2,90,Conservative,Normal,Mixed,Evening,Snowy,Moderate load,Moderate,ABS,3,8,0,Regular servicing,Excellent,7,8,9,10,2443
2020,Honda,Civic Coupe,Compact,1.5,4,AV,CNG,7.8,6.4,7.2,39,167,7,3,7,67,Moderate,Hard,Mixed,Evening,Cloudy,Light load,Moderate,Cruise control,1,8,0,Major repairs,Very Good,10,8,9,9,3248
2020,Honda,Civic Coupe,Compact,2,4,AV,CNG,7.8,6.1,7.1,40,164,8,3,6,66,Aggressive,Hard,Rural,Night,Snowy,Heavy load,Moderate,ABS,1,10,1,Very often,Excellent,10,9,6,8,3627
2020,Honda,Civic Coupe,Compact,2,4,AV,CNG,8.3,6.6,7.5,38,176,7,3,4,85,Aggressive,Hard,Rural,Morning,Rainy,Heavy load,Moderate,Airbags,3,10,1,Minimal maintenance,Excellent,10,6,9,10,2670
2020,Honda,Civic Coupe,Compact,2,4,M,CNG,9.3,6.7,8.1,35,189,6,3,9,110,Conservative,Normal,Highway,Morning,Cloudy,Light load,Moderate,Seat belts,2,10,0,Regular servicing,Very Good,6,10,6,9,4904
2020,Honda,Civic Coupe Si,Compact,1.5,4,M,Gasoline,8.9,6.4,7.8,36,183,7,3,8,85,Aggressive,Hard,Rural,Morning,Snowy,Full load,Moderate,Airbags,2,9,3,Major repairs,Good,9,9,11,7,3943
2020,Honda,Civic Hatchback,Full-size,1.5,4,AV,CNG,7.7,6,6.9,41,162,8,3,9,145,Moderate,Normal,Mixed,Morning,Clear,Light load,Moderate,Seat belts,1,5,0,Very often,Average,9,7,6,7,4072
2020,Honda,Civic Hatchback,Full-size,1.5,4,M,CNG,8,6.2,7.2,39,167,7,3,5,107,Conservative,Gentle,Rural,Afternoon,Cloudy,Heavy load,Conservative,Seat belts,2,7,1,Very often,Good,7,8,6,6,4305
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV,Gasoline,8,6.6,7.4,38,172,7,3,8,91,Conservative,Hard,Urban,Afternoon,Rainy,Light load,Conservative,Seat belts,3,9,2,Very often,Excellent,7,11,7,10,2275
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,M,Gasoline,8,6.2,7.2,39,167,7,3,3,124,Conservative,Normal,Mixed,Night,Snowy,Heavy load,Conservative,Seat belts,1,5,0,Major repairs,Good,8,11,7,7,1490
2020,Honda,Civic Sedan,Mid-size,1.5,4,AV,CNG,7.8,6.2,7.1,40,165,7,3,2,100,Moderate,Gentle,Highway,Afternoon,Rainy,Moderate load,Conservative,Cruise control,4,9,1,Very often,Average,6,11,7,10,3765
2020,Honda,Civic Sedan,Mid-size,2,4,AV,CNG,7.9,6.1,7.1,40,167,7,3,2,125,Conservative,Gentle,Mixed,Night,Snowy,Heavy load,Conservative,Seat belts,5,10,1,Very often,Good,10,8,10,7,1771
2020,Honda,Civic Sedan,Mid-size,2,4,AV,CNG,8.2,6.5,7.4,38,172,7,3,6,70,Aggressive,Hard,Urban,Afternoon,Snowy,Full load,Aggressive,Airbags,4,5,0,Regular servicing,Average,7,8,7,8,2905
2020,Honda,Civic Sedan,Mid-size,2,4,M,CNG,9.3,6.5,8,35,186,7,3,5,87,Conservative,Normal,Mixed,Evening,Cloudy,Full load,Moderate,ABS,4,6,3,Minimal maintenance,Average,8,8,9,8,3201
2020,Honda,Civic Sedan Si,Mid-size,1.5,4,M,Gasoline,8.9,6.4,7.8,36,183,7,3,9,87,Moderate,Normal,Urban,Night,Cloudy,Heavy load,Conservative,Cruise control,0,9,0,Minimal maintenance,Excellent,10,9,9,7,2902
2020,Honda,Civic Type R,Full-size,2,4,M,Gasoline,10.5,8.4,9.6,29,223,5,3,2,78,Moderate,Normal,Urban,Evening,Snowy,Full load,Aggressive,ABS,5,5,3,Regular servicing,Very Good,11,6,11,8,1038
2020,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,CNG,8.3,7,7.7,37,180,7,6,8,113,Aggressive,Normal,Rural,Night,Clear,Full load,Moderate,Airbags,0,11,0,Major repairs,Average,7,10,8,7,3822
2020,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,CNG,8.7,7.4,8.1,35,189,6,6,7,113,Conservative,Normal,Urban,Afternoon,Rainy,Light load,Aggressive,ABS,4,7,0,Regular servicing,Very Good,10,10,9,11,3302
2020,Honda,Fit,Station wagon: Small,1.5,4,AV,CNG,7,5.9,6.5,43,151,8,7,7,77,Moderate,Hard,Rural,Afternoon,Snowy,Full load,Conservative,Seat belts,5,10,0,Minimal maintenance,Average,10,10,9,8,3689
2020,Honda,Fit,Station wagon: Small,1.5,4,AV,CNG,7.6,6.5,7,40,166,7,7,2,93,Aggressive,Gentle,Mixed,Night,Cloudy,Light load,Moderate,Cruise control,5,8,0,Regular servicing,Very Good,11,7,9,11,4020
2020,Honda,Fit,Station wagon: Small,1.5,4,M,CNG,8.1,6.6,7.4,38,174,7,3,3,115,Moderate,Normal,Highway,Evening,Clear,Light load,Moderate,Airbags,3,5,2,Regular servicing,Average,10,6,7,10,3958
2020,Honda,HR-V,Station wagon: Small,1.8,4,AV,CNG,8.4,7,7.8,36,181,7,5,1,118,Aggressive,Normal,Highway,Night,Rainy,Moderate load,Aggressive,Airbags,2,10,1,Regular servicing,Average,9,7,8,10,3574
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,CNG,8.8,7.5,8.2,34,193,6,5,8,88,Conservative,Hard,Mixed,Afternoon,Rainy,Heavy load,Aggressive,Cruise control,3,6,2,Major repairs,Good,11,8,8,10,1822
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,CNG,9.1,7.7,8.5,33,200,6,5,2,113,Moderate,Normal,Highway,Evening,Clear,Light load,Conservative,Airbags,1,10,2,Very often,Good,9,7,6,9,2325
2020,Honda,Insight EX/Touring,Mid-size,1.5,4,AV,CNG,4.6,5.3,4.9,58,115,10,7,8,92,Moderate,Gentle,Mixed,Afternoon,Cloudy,Heavy load,Aggressive,ABS,1,8,2,Very often,Excellent,10,7,9,8,4103
2020,Honda,Odyssey,Minivan,3.5,6,AS,CNG,12.2,8.5,10.6,27,248,4,5,9,61,Moderate,Hard,Mixed,Afternoon,Cloudy,Full load,Moderate,ABS,3,10,3,Minimal maintenance,Very Good,7,7,10,10,3132
2020,Honda,Passport AWD,Sport utility vehicle: Small,3.5,6,AS,CNG,12.5,9.8,11.3,25,265,4,3,9,128,Moderate,Normal,Urban,Night,Clear,Heavy load,Moderate,Cruise control,0,8,1,Major repairs,Excellent,8,6,8,6,2736
2020,Honda,Pilot AWD,Sport utility vehicle: Small,3.5,6,A,CNG,13,9.3,11.3,25,266,4,3,7,108,Aggressive,Gentle,Mixed,Morning,Cloudy,Heavy load,Moderate,Seat belts,5,9,2,Very often,Average,7,9,10,11,3623
2020,Honda,Pilot AWD,Sport utility vehicle: Small,3.5,6,AS,CNG,12.4,9.3,11,26,257,4,3,9,70,Conservative,Gentle,Highway,Afternoon,Snowy,Moderate load,Conservative,Cruise control,5,9,3,Very often,Good,6,10,8,8,4913
2020,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS,CNG,12.6,10,11.4,25,269,4,3,2,90,Aggressive,Gentle,Urban,Morning,Cloudy,Moderate load,Conservative,Seat belts,1,8,2,Very often,Average,6,10,11,8,2838
2020,Hyundai,Accent,Compact,1.6,4,AV,CNG,7.3,6,6.7,42,160,8,3,9,55,Conservative,Gentle,Rural,Evening,Rainy,Light load,Aggressive,Airbags,3,10,2,Major repairs,Average,10,8,8,9,2118
2020,Hyundai,Accent,Compact,1.6,4,M,CNG,7.8,6.1,7,40,168,7,3,6,103,Conservative,Gentle,Rural,Evening,Clear,Full load,Aggressive,Seat belts,2,11,2,Very often,Very Good,8,8,10,8,2088
2020,Hyundai,Elantra,Mid-size,1.6,4,AM,CNG,8.9,7,8.1,35,192,6,5,2,130,Conservative,Normal,Mixed,Night,Rainy,Full load,Aggressive,ABS,0,7,3,Major repairs,Very Good,11,10,7,10,3949
2020,Hyundai,Elantra,Mid-size,1.6,4,M,CNG,10.1,7.6,9,31,214,5,5,9,74,Aggressive,Gentle,Urban,Afternoon,Clear,Heavy load,Conservative,Airbags,1,9,0,Very often,Good,7,8,7,7,3389
2020,Hyundai,Elantra,Mid-size,2,4,AV,CNG,7.8,5.6,6.8,42,161,8,5,8,83,Moderate,Hard,Urban,Morning,Cloudy,Light load,Aggressive,ABS,5,6,0,Minimal maintenance,Average,7,9,8,7,1847
2020,Hyundai,Elantra,Mid-size,2,4,M,CNG,9.1,6.3,7.9,36,187,7,5,6,89,Aggressive,Normal,Urban,Afternoon,Snowy,Full load,Conservative,ABS,0,9,1,Major repairs,Average,7,6,9,8,3366
2020,Hyundai,Elantra GT,Full-size,1.6,4,AM,CNG,9.7,7.4,8.6,33,205,6,5,9,114,Conservative,Gentle,Highway,Afternoon,Rainy,Moderate load,Aggressive,Cruise control,5,6,3,Major repairs,Excellent,10,9,9,8,4766
2020,Hyundai,Elantra GT,Full-size,1.6,4,M,CNG,10.3,7.9,9.2,31,218,5,5,3,118,Moderate,Gentle,Rural,Afternoon,Rainy,Heavy load,Conservative,Seat belts,2,7,0,Very often,Excellent,9,7,8,10,1548
2020,Hyundai,Elantra GT,Full-size,2,4,AS,CNG,9.4,7.1,8.4,34,199,6,5,2,72,Aggressive,Hard,Urban,Morning,Rainy,Full load,Aggressive,Airbags,0,6,3,Major repairs,Excellent,11,7,9,10,4058
2020,Hyundai,Elantra GT,Full-size,2,4,M,CNG,9.8,7.4,8.7,32,207,6,5,10,64,Moderate,Gentle,Mixed,Evening,Cloudy,Heavy load,Moderate,Cruise control,0,7,0,Major repairs,Very Good,7,11,6,10,2305
2020,Hyundai,IONIQ,Full-size,1.6,4,AM,CNG,4.2,4.2,4.2,67,99,10,7,3,123,Aggressive,Gentle,Rural,Morning,Clear,Moderate load,Conservative,Cruise control,4,6,0,Very often,Very Good,9,10,7,10,3892
2020,Hyundai,IONIQ Blue,Full-size,1.6,4,AM,CNG,4.2,4,4.1,69,96,10,7,6,59,Aggressive,Normal,Urban,Evening,Clear,Moderate load,Aggressive,Airbags,1,11,1,Regular servicing,Average,6,8,6,9,4094
2020,Hyundai,Kona,Sport utility vehicle: Small,2,4,AS,CNG,8.6,7,7.9,36,187,7,5,5,66,Aggressive,Hard,Mixed,Afternoon,Rainy,Heavy load,Moderate,Cruise control,2,8,1,Very often,Average,9,8,9,7,1009
2020,Hyundai,Kona AWD,Sport utility vehicle: Small,1.6,4,AM,CNG,9,8,8.6,33,201,6,5,10,97,Conservative,Normal,Rural,Evening,Snowy,Moderate load,Moderate,ABS,1,8,1,Major repairs,Excellent,10,6,10,6,4132
2020,Hyundai,Kona AWD,Sport utility vehicle: Small,2,4,AS,CNG,9.2,7.8,8.6,33,202,6,5,2,73,Conservative,Hard,Urban,Morning,Clear,Heavy load,Aggressive,Airbags,5,10,0,Regular servicing,Average,8,8,10,11,4302
2020,Hyundai,Palisade,Sport utility vehicle: Standard,3.8,6,AS,CNG,11.9,8.8,10.5,27,250,4,5,2,86,Aggressive,Normal,Highway,Night,Snowy,Light load,Conservative,ABS,4,6,3,Very often,Very Good,7,7,8,8,2280
2020,Hyundai,Palisade AWD,Sport utility vehicle: Standard,3.8,6,AS,CNG,12.3,9.6,11.1,25,265,4,5,9,102,Moderate,Hard,Mixed,Morning,Snowy,Full load,Moderate,Seat belts,1,7,0,Regular servicing,Excellent,8,9,7,9,2794
2020,Hyundai,Santa Fe,Sport utility vehicle: Small,2.4,4,AS,CNG,10.8,8,9.6,29,225,5,5,10,74,Aggressive,Gentle,Rural,Morning,Snowy,Full load,Conservative,Airbags,2,8,3,Regular servicing,Average,8,8,8,10,1082
2020,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2,4,AS,CNG,12,9.2,10.7,26,255,4,5,6,64,Aggressive,Hard,Highway,Evening,Rainy,Light load,Conservative,Seat belts,1,8,0,Major repairs,Average,6,6,9,10,4513
2020,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.4,4,AS,CNG,11.3,8.8,10.1,28,238,5,5,2,118,Conservative,Hard,Urban,Morning,Rainy,Full load,Conservative,Airbags,1,9,3,Regular servicing,Very Good,6,8,7,7,1150
2020,Hyundai,Sonata,Full-size,1.6,4,AS,CNG,8.6,6.6,7.7,37,181,7,5,8,75,Aggressive,Normal,Highway,Night,Cloudy,Heavy load,Aggressive,Seat belts,2,8,3,Regular servicing,Excellent,8,7,10,10,2952
